goal_angle,episodes,successes,success_rate,mean_reward,mean_episode_length,mean_final_absolute_error,mean_hold_actions,mean_action_changes
-0.8,5,5,1.0,10.589847672078758,25.0,0.009327071063274461,13.0,7.0
-0.4,5,5,1.0,15.503292351076379,18.0,0.004992408986828345,11.0,5.0
0.4,5,5,1.0,15.517476033093407,17.0,0.010200815347501668,6.0,9.0
0.8,5,5,1.0,10.98818615534692,23.0,0.0038535687738304736,9.0,6.0
